"name","year","city","country","continent","latitude","longitude","cuisine","price"
"Jungsik",2019,"New York","USA","North America",40.718685,-74.00911,"Korean","4"
"Atera",2019,"New York","USA","North America",40.716797,-74.00565,"Contemporary","4"
"Jean-Georges",2019,"New York","USA","North America",40.76907,-73.98155,"Contemporary","4"
"Marea",2019,"New York","USA","North America",40.76749,-73.98114,"Seafood","4"
"Gabriel Kreuther",2019,"New York","USA","North America",40.75397,-73.982025,"Contemporary","4"
"Ichimura at Uchū",2019,"New York","USA","North America",40.721832,-73.99012,"Japanese","4"
"Sushi Ginza Onodera",2019,"New York","USA","North America",40.752396,-73.981575,"Japanese","4"
"Ko",2019,"New York","USA","North America",40.72909,-73.98448,"Contemporary","4"
"The Modern",2019,"New York","USA","North America",40.76106,-73.97628,"Contemporary","4"
"Aquavit",2019,"New York","USA","North America",40.76078,-73.97214,"Scandinavian","4"
"Daniel",2019,"New York","USA","North America",40.7666,-73.96745,"French","4"
"Aska",2019,"New York","USA","North America",40.71222,-73.96642,"Scandinavian","4"
"Blanca",2019,"New York","USA","North America",40.70492,-73.93354,"Contemporary","4"
"Patrick Guilbaud",2019,"City Centre","Ireland","Europe",53.33893,-6.25283,"Modern French",NA
"Oro",2019,"Rio de Janeiro - 22441","Brazil","South America",-22.98601,-43.22471,"creative","5"
"Tuju",2019,"São Paulo - 05416","Brazil","South America",-23.55653,-46.69083,"creative","5"
"D.O.M.",2019,"São Paulo - 01411","Brazil","South America",-23.56618,-46.66742,"creative","5"
"Kojima",2019,"Seoul","South Korea","Asia",37.52559,127.04193,"Sushi","5"
"Jungsik",2019,"Seoul","South Korea","Asia",37.525585,127.04107,"Korean contemporary","3"
"Kwonsooksoo",2019,"Seoul","South Korea","Asia",37.526752,127.03571,"Korean","3"
"Mingles",2019,"Seoul","South Korea","Asia",37.52219,127.0392,"Korean contemporary","3"
"Alla Prima",2019,"Seoul","South Korea","Asia",37.51844,127.03008,"Innovative","3"
"Waku Ghin",2018,"Singapore","Singapore","Asia",1.283175,103.8598,"Japanese contemporary","5"
"Odette",2018,"Singapore","Singapore","Asia",1.2896459,103.8516,"French contemporary","4"
"Shoukouwa",2018,"Singapore","Singapore","Asia",1.2863698,103.854,"Sushi","5"
"Shisen Hanten",2018,"Singapore","Singapore","Asia",1.302395,103.8365,"Chinese","1"
"Les Amis",2018,"Singapore","Singapore","Asia",1.3066648,103.8314,"French","3"
"Fäviken Magasinet",2019,"Järpen","Sweden","Europe",63.43626,13.29337,"Creative","4"
"Gastrologik",2019,"Stockholm","Sweden","Europe",59.33365,18.0807,"Creative","4"
"Oaxen Krog",2019,"Stockholm","Sweden","Europe",59.322342,18.101831,"Creative","4"
"Vollmers",2019,"Malmö","Sweden","Europe",55.604427,12.995848,"Creative","4"
"Daniel Berlin",2019,"Skåne-Tranås","Sweden","Europe",55.61246,13.99265,"Creative","4"
"RAW",2019,"Taipei","China","Asia",25.082666,121.559525,"Innovative","3"
"Shoun RyuGin",2019,"Taipei","China","Asia",25.08258,121.5595,"Japanese contemporary","4"
"Taïrroir",2019,"Taipei","China","Asia",25.082718,121.559296,"Innovative","3"
"Sushi Amamoto",2019,"Taipei","China","Asia",25.037945,121.55487,"Sushi","4"
"The Guest House",2019,"Taipei","China","Asia",25.04486,121.52198,"Sichuan-Huai Yang","2"
"Gaggan",2019,"Bangkok","Thailand","Asia",13.737679,100.542145,"Innovative","5"
"Sühring",2019,"Bangkok","Thailand","Asia",13.710947,100.545654,"European contemporary","4"
"Mezzaluna",2019,"Bangkok","Thailand","Asia",13.722148,100.51691,"Innovative","5"
"Le Normandie",2019,"Bangkok","Thailand","Asia",13.723197,100.513855,"French contemporary","4"
"minibar",2019,"Washington, D.C.","USA","North America",38.896294,-77.02386,"Contemporary","4"
"Pineapple and Pearls",2019,"Washington, D.C.","USA","North America",38.880707,-76.99514,"Contemporary","4"
"Andrew Fairlie at Gleneagles",2019,"Auchterarder","United Kingdom","Europe",56.28339,-3.75149,"Creative French",NA
"L'Enclume",2019,"Cartmel","United Kingdom","Europe",54.201885,-2.953807,"Creative",NA
"Raby Hunt",2019,"Summerhouse","United Kingdom","Europe",54.56647,-1.689258,"Modern British",NA
"Moor Hall",2019,"Aughton","United Kingdom","Europe",53.54162,-2.8895495,"Modern British",NA
"Restaurant Sat Bains",2019,"Nottingham","United Kingdom","Europe",52.92438,-1.1733198,"Creative",NA
"Restaurant Nathan Outlaw",2019,"Port Isaac","United Kingdom","Europe",50.594086,-4.82854,"Seafood",NA
"Belmond Le Manoir aux Quat' Saisons",2019,"Great Milton","United Kingdom","Europe",51.71674,-1.09187,"French",NA
"Midsummer House",2019,"Cambridge","United Kingdom","Europe",52.21243,0.12779,"Modern cuisine",NA
"Hand and Flowers",2019,"Marlow","United Kingdom","Europe",51.57031,-0.78113,"Modern British",NA
"Ledbury",2019,"North Kensington","United Kingdom","Europe",51.51674,-0.20007,"Modern cuisine",NA
"CORE by Clare Smyth",2019,"North Kensington","United Kingdom","Europe",51.51261,-0.2030516,"Modern British",NA
"Le Gavroche",2019,"Mayfair","United Kingdom","Europe",51.51127,-0.15517,"French",NA
"Kitchen Table at Bubbledogs",2019,"Bloomsbury","United Kingdom","Europe",51.52041,-0.13647,"Modern cuisine",NA
"Hélène Darroze at The Connaught",2019,"Mayfair","United Kingdom","Europe",51.5101,-0.1495701,"Modern cuisine",NA
"Dinner by Heston Blumenthal",2019,"Hyde Park","United Kingdom","Europe",51.50208,-0.16011,"Traditional British",NA
"Umu",2019,"Mayfair","United Kingdom","Europe",51.5113,-0.14455,"Japanese",NA
"Sketch (The Lecture Room & Library)",2019,"Mayfair","United Kingdom","Europe",51.51287,-0.14136,"Modern French",NA
"Greenhouse",2019,"Mayfair","United Kingdom","Europe",51.50769,-0.14926,"Creative",NA
"Claude Bosi at Bibendum",2019,"Chelsea","United Kingdom","Europe",51.49341,-0.1690893,"French",NA
"Amador",2019,"Wien","Austria","Europe",48.25406,16.35915,"Creative","5"
"Manresa",2019,"South San Francisco","USA","North America",37.22761,-121.98071,"Contemporary","4"
"Benu",2019,"San Francisco","USA","North America",37.78521,-122.39876,"Asian","4"
"Quince",2019,"San Francisco","USA","North America",37.79762,-122.40337,"Contemporary","4"
"Atelier Crenn",2019,"San Francisco","USA","North America",37.79835,-122.43586,"Contemporary","4"
"The French Laundry",2019,"San Francisco","USA","North America",38.40443,-122.36474,"Contemporary","4"
"The Restaurant at Meadowood",2019,"San Francisco","USA","North America",38.52025,-122.46479,"Contemporary","4"
"SingleThread",2019,"San Francisco","USA","North America",38.612164,-122.869705,"Contemporary","4"
"Alinea",2019,"Chicago","USA","North America",41.91328,-87.64798,"Contemporary","4"
"Geranium",2019,"København","Denmark","Europe",55.70393,12.57197,"Creative","4"
"T'ang Court",2019,"Hong Kong","China","Asia",22.296572,114.1698,"Cantonese","3"
"Bo Innovation",2019,"Hong Kong","China","Asia",22.27614,114.171,"Innovative","5"
"Lung King Heen",2019,"Hong Kong","China","Asia",22.28665,114.15674,"Cantonese","4"
"Caprice",2019,"Hong Kong","China","Asia",22.286646,114.15662,"French","4"
"8½ Otto e Mezzo - Bombana",2019,"Hong Kong","China","Asia",22.28189,114.15839,"Italian","4"
"L'Atelier de Joël Robuchon",2019,"Hong Kong","China","Asia",22.281199,114.15816,"French contemporary","4"
"Sushi Shikon",2019,"Hong Kong","China","Asia",22.28511,114.15208,"Sushi","5"
"The Eight",2019,"Macau","China","Asia",22.190475,113.54341,"Chinese","3"
"Robuchon au Dôme",2019,"Macau","China","Asia",22.189949,113.54395,"French contemporary","4"
"Jade Dragon",2019,"Macau","China","Asia",22.149137,113.56715,"Cantonese","2"
"Maaemo",2019,"Oslo","Norway","Europe",59.910477,10.760408,"Modern cuisine","4"
"Masa",2019,"New York","USA","North America",40.76855,-73.98335,"Japanese","4"
"Per Se",2019,"New York","USA","North America",40.76828,-73.98292,"Contemporary","4"
"Le Bernardin",2019,"New York","USA","North America",40.76177,-73.98223,"Seafood","4"
"Eleven Madison Park",2019,"New York","USA","North America",40.7417,-73.98712,"Contemporary","4"
"Chef's Table at Brooklyn Fare",2019,"New York","USA","North America",40.68872,-73.98581,"Contemporary","4"
"La Yeon",2019,"Seoul","South Korea","Asia",37.555813,127.00517,"Korean","4"
"Gaon",2019,"Seoul","South Korea","Asia",37.52265,127.03595,"Korean","5"
"Frantzén",2019,"Stockholm","Sweden","Europe",59.33418,18.05812,"Modern cuisine","4"
"Le Palais",2019,"Taipei","China","Asia",25.049496,121.51674,"Cantonese","2"
"The Inn at Little Washington",2019,"Washington, D.C.","USA","North America",38.713623,-78.16208,"American","4"
"Fat Duck",2019,"Bray","United Kingdom","Europe",51.50828,-0.70232,"Creative",NA
"Waterside Inn",2019,"Bray","United Kingdom","Europe",51.50773,-0.70121,"Classic French",NA
"Alain Ducasse at The Dorchester",2019,"Mayfair","United Kingdom","Europe",51.50712,-0.1525201,"French",NA
"The Araki",2019,"Mayfair","United Kingdom","Europe",51.511826,-0.140389,"Japanese",NA
"Gordon Ramsay",2019,"Chelsea","United Kingdom","Europe",51.48546,-0.1620201,"French",NA
